temperatura,data
29.687000,1441382728.018499
29.625000,1441382729.795866
29.687000,1441382731.573195
29.687000,1441382733.350556
29.687000,1441382735.127917
29.750000,1441382736.905240
29.750000,1441382738.686473
29.812000,1441382740.463860
29.812000,1441382742.242104
29.812000,1441382744.018530
29.812000,1441382745.795868
29.812000,1441382747.573274
29.812000,1441382749.350556
29.812000,1441382751.127904
29.812000,1441382752.911108
29.812000,1441382754.688446
29.812000,1441382756.467746
29.750000,1441382758.250928
29.687000,1441382760.028268
29.687000,1441382761.805653
29.625000,1441382763.582960
29.625000,1441382765.366407
29.625000,1441382767.143529
29.562000,1441382768.920867
29.562000,1441382770.698216
29.562000,1441382772.475565
29.500000,1441382774.255829
29.562000,1441382776.032172
29.562000,1441382777.811507
29.562000,1441382779.588841
29.500000,1441382781.366189
29.500000,1441382783.143529
29.562000,1441382784.932566
29.562000,1441382786.710666
29.500000,1441382788.489306
29.500000,1441382790.268520
29.500000,1441382792.045870
29.500000,1441382793.823212
29.500000,1441382795.600553
29.437000,1441382797.377894
29.437000,1441382799.155238
29.375000,1441382800.935378
29.375000,1441382802.711871
29.375000,1441382804.489214
29.312000,1441382806.272421
29.312000,1441382808.049755
29.250000,1441382809.827135
29.250000,1441382811.604451
29.250000,1441382813.381790
29.187000,1441382815.159155
29.187000,1441382816.936490
29.125000,1441382818.713821
29.125000,1441382820.491182
29.125000,1441382822.268513
29.125000,1441382824.047535
29.125000,1441382825.825185
29.062000,1441382827.602506
29.062000,1441382829.379831
29.062000,1441382831.157213
29.062000,1441382832.934537
29.062000,1441382834.714696
29.000000,1441382836.491200
29.000000,1441382838.268524
29.000000,1441382840.045880
28.937000,1441382841.823235
29.000000,1441382843.600516
28.937000,1441382845.377905
28.937000,1441382847.155250
28.937000,1441382848.938463
28.875000,1441382850.715779
28.875000,1441382852.493127
28.812000,1441382854.277172
28.812000,1441382856.059712
28.750000,1441382857.838843
28.750000,1441382859.616162
28.687000,1441382861.393538
28.625000,1441382863.170861
28.625000,1441382864.948203
28.625000,1441382866.726744
28.562000,1441382868.504864
28.562000,1441382870.284833
28.562000,1441382872.061488
28.562000,1441382873.838861
28.562000,1441382875.616185
28.500000,1441382877.393758
28.500000,1441382879.170892
28.500000,1441382880.950181
28.437000,1441382882.728675
28.437000,1441382884.506808
28.437000,1441382886.290015
28.437000,1441382888.067337
28.437000,1441382889.844713
28.500000,1441382891.622025
28.500000,1441382893.399979
28.437000,1441382895.176736
28.437000,1441382896.954076
28.437000,1441382898.732390
28.437000,1441382900.510712
28.375000,1441382902.288038
28.437000,1441382904.069308
28.375000,1441382905.846651
28.375000,1441382907.624006
28.375000,1441382909.403270
28.437000,1441382911.181217
28.437000,1441382912.957971
28.437000,1441382914.744155
28.437000,1441382916.522451
28.437000,1441382918.299816
28.437000,1441382920.077133
28.437000,1441382921.854482
28.375000,1441382923.633475
28.375000,1441382925.411351
28.375000,1441382927.190413
28.375000,1441382928.967737
28.375000,1441382930.745096
28.375000,1441382932.522494
28.312000,1441382934.299851
28.312000,1441382936.077131
28.375000,1441382937.854475
28.375000,1441382939.632518
28.375000,1441382941.409142
28.375000,1441382943.186484
28.375000,1441382944.963848
28.375000,1441382946.741188
28.375000,1441382948.518533
28.375000,1441382950.295854
28.437000,1441382952.073223
28.375000,1441382953.850570
28.437000,1441382955.627904
28.375000,1441382957.405266
28.437000,1441382959.182606
28.375000,1441382960.959941
28.375000,1441382962.737316
28.312000,1441382964.514638
28.312000,1441382966.291958
28.312000,1441382968.070200
28.312000,1441382969.846713
28.250000,1441382971.623990
28.250000,1441382973.399391
28.250000,1441382975.176739
28.250000,1441382976.954166
28.187000,1441382978.732091
28.187000,1441382980.510723
28.187000,1441382982.288044
28.187000,1441382984.065357
28.187000,1441382985.842756
28.187000,1441382987.620086
28.125000,1441382989.397420
28.125000,1441382991.174780
28.125000,1441382992.952117
28.125000,1441382994.730447
28.125000,1441382996.508742
28.125000,1441382998.294017
28.125000,1441383000.071254
28.125000,1441383001.848711
28.125000,1441383003.625951
28.125000,1441383005.403279
28.125000,1441383007.180647
28.125000,1441383008.957989
28.187000,1441383010.735553
28.187000,1441383012.513682
28.250000,1441383014.290578
28.250000,1441383016.067365
28.250000,1441383017.852607
28.250000,1441383019.629838
28.250000,1441383021.407179
28.312000,1441383023.184505
28.312000,1441383024.971706
28.312000,1441383026.748996
28.250000,1441383028.526335
28.250000,1441383030.303684
28.250000,1441383032.081004
28.250000,1441383033.858386
28.250000,1441383035.635704
28.250000,1441383037.413047
28.250000,1441383039.190389
28.250000,1441383040.967728
28.312000,1441383042.747051
28.312000,1441383044.526352
28.312000,1441383046.303693
28.312000,1441383048.081034
28.312000,1441383049.858894
28.375000,1441383051.635716
28.375000,1441383053.415654
28.375000,1441383055.192423
28.375000,1441383056.975571
28.375000,1441383058.752888
28.375000,1441383060.530246
28.312000,1441383062.313995
28.312000,1441383064.090791
28.312000,1441383065.868152
28.312000,1441383067.645460
28.312000,1441383069.422815
28.312000,1441383071.200217
28.375000,1441383072.983355
28.312000,1441383074.762680
28.375000,1441383076.539997
28.375000,1441383078.318189
28.375000,1441383080.094677
28.375000,1441383081.872054
28.312000,1441383083.649359
28.312000,1441383085.430132
28.312000,1441383087.207960
28.250000,1441383088.985332
28.312000,1441383090.762671
28.250000,1441383092.540025
28.312000,1441383094.317340
28.312000,1441383096.097778
28.312000,1441383097.874008
28.375000,1441383099.651353
28.375000,1441383101.428772
28.375000,1441383103.206006
28.375000,1441383104.987256
28.375000,1441383106.766198
28.375000,1441383108.543909
28.437000,1441383110.327091
28.437000,1441383112.107071
28.437000,1441383113.883774
28.437000,1441383115.661090
28.437000,1441383117.438440
28.437000,1441383119.216463
28.437000,1441383120.998735
28.437000,1441383122.778262
28.375000,1441383124.555793
28.375000,1441383126.334924
28.375000,1441383128.112267
28.375000,1441383129.889643
28.312000,1441383131.666969
28.312000,1441383133.444266
28.312000,1441383135.221642
28.250000,1441383136.998997
28.312000,1441383138.776340
28.250000,1441383140.553680
28.250000,1441383142.331026
28.250000,1441383144.108357
28.250000,1441383145.886334
28.187000,1441383147.663051
28.187000,1441383149.440395
28.187000,1441383151.217764
28.125000,1441383153.000924
28.125000,1441383154.779601
28.187000,1441383156.557578
28.187000,1441383158.340801
28.187000,1441383160.118103
28.250000,1441383161.895489
28.187000,1441383163.672811
28.187000,1441383165.450129
28.187000,1441383167.227504
28.187000,1441383169.008757
28.125000,1441383170.786082
28.125000,1441383172.563447
28.125000,1441383174.340776
28.125000,1441383176.118150
28.187000,1441383177.895491
28.125000,1441383179.675466
28.125000,1441383181.453799
28.125000,1441383183.231415
28.125000,1441383185.012656
28.062000,1441383186.789979
28.062000,1441383188.567374
28.062000,1441383190.344708
28.000000,1441383192.122055
28.000000,1441383193.899409
28.000000,1441383195.676718
27.937000,1441383197.454074
27.937000,1441383199.235951
27.937000,1441383201.016557
27.937000,1441383202.793965
27.875000,1441383204.571921
27.875000,1441383206.354477
27.937000,1441383208.131797
27.937000,1441383209.909173
27.937000,1441383211.686460
27.937000,1441383213.463818
27.937000,1441383215.241211
27.937000,1441383217.024348
27.937000,1441383218.801721
27.937000,1441383220.579072
28.000000,1441383222.356406
27.937000,1441383224.137398
27.937000,1441383225.914986
27.937000,1441383227.692327
28.000000,1441383229.469697
28.000000,1441383231.247177
28.000000,1441383233.024384
28.000000,1441383234.801732
28.000000,1441383236.579062
28.000000,1441383238.370098
28.000000,1441383240.147434
28.000000,1441383241.924804
28.000000,1441383243.702121
28.000000,1441383245.481427
28.000000,1441383247.258748
27.937000,1441383249.048845
28.000000,1441383250.829054
28.000000,1441383252.606401
27.937000,1441383254.387657
27.937000,1441383256.165000
27.937000,1441383257.942475
27.937000,1441383259.719930
27.937000,1441383261.497011
27.937000,1441383263.278390
27.937000,1441383265.055631
27.937000,1441383266.832981
27.937000,1441383268.610329
27.937000,1441383270.387664
27.937000,1441383272.164991
28.000000,1441383273.942343
27.937000,1441383275.719680
28.000000,1441383277.497018
27.937000,1441383279.274422
27.937000,1441383281.051745
28.000000,1441383282.829080
27.937000,1441383284.606432
27.937000,1441383286.383704
27.937000,1441383288.161107
27.937000,1441383289.938464
27.937000,1441383291.715787
28.000000,1441383293.493128
27.937000,1441383295.270480
27.937000,1441383297.047837
27.937000,1441383298.826026
27.937000,1441383300.602613
27.937000,1441383302.379851
27.937000,1441383304.157174
27.937000,1441383305.934531
27.937000,1441383307.711870
27.875000,1441383309.489216
27.875000,1441383311.266502
27.875000,1441383313.043885
27.875000,1441383314.821237
27.812000,1441383316.598609
27.812000,1441383318.375966
27.812000,1441383320.163061
27.812000,1441383321.941307
27.750000,1441383323.717729
27.812000,1441383325.495101
27.812000,1441383327.272450
27.812000,1441383329.049754
27.750000,1441383330.827113
27.750000,1441383332.605117
27.750000,1441383334.387657
27.750000,1441383336.165004
27.750000,1441383337.942377
27.687000,1441383339.719680
27.687000,1441383341.501017
27.687000,1441383343.278451
27.687000,1441383345.062332
27.687000,1441383346.838886
27.625000,1441383348.616172
27.625000,1441383350.395470
27.625000,1441383352.172798
27.625000,1441383353.950178
27.625000,1441383355.728111
27.625000,1441383357.504836
27.562000,1441383359.282181
