temperatura,data
29.687000,1461527652.907212
29.687000,1461527653.916997
29.750000,1461527654.926753
29.750000,1461527655.934575
29.687000,1461527656.944328
29.750000,1461527657.954098
29.750000,1461527658.963840
29.750000,1461527659.973641
29.750000,1461527660.983403
29.750000,1461527661.993702
29.687000,1461527663.002971
29.750000,1461527664.012701
29.750000,1461527665.022467
29.750000,1461527666.035557
29.750000,1461527667.040587
29.687000,1461527668.049800
29.750000,1461527669.060600
29.750000,1461527670.069345
29.750000,1461527671.082960
29.750000,1461527672.090832
29.750000,1461527673.098640
29.750000,1461527674.110351
29.687000,1461527675.122961
29.687000,1461527676.134206
29.750000,1461527677.139594
29.750000,1461527678.149362
29.687000,1461527679.159130
29.750000,1461527680.168899
29.750000,1461527681.176706
29.750000,1461527682.186495
29.750000,1461527683.196277
29.750000,1461527684.206005
29.687000,1461527685.219676
29.687000,1461527686.229452
29.687000,1461527687.239225
29.687000,1461527688.248976
29.750000,1461527689.258747
29.750000,1461527690.270463
29.750000,1461527691.278582
29.750000,1461527692.288045
29.687000,1461527693.297794
29.750000,1461527694.307559
29.750000,1461527695.317344
29.750000,1461527696.327113
29.750000,1461527697.336891
29.687000,1461527698.346892
29.687000,1461527699.356414
29.687000,1461527700.366172
29.750000,1461527701.375918
29.687000,1461527702.385697
29.750000,1461527703.395466
29.750000,1461527704.405228
29.750000,1461527705.415007
29.750000,1461527706.424761
29.687000,1461527707.434535
29.750000,1461527708.448218
29.750000,1461527709.457963
29.687000,1461527710.467738
29.687000,1461527711.479468
29.687000,1461527712.491449
29.750000,1461527713.500962
29.750000,1461527714.508763
29.687000,1461527715.518532
29.750000,1461527716.528294
29.687000,1461527717.538148
29.687000,1461527718.547830
29.687000,1461527719.558678
29.687000,1461527720.569293
29.687000,1461527721.579092
29.687000,1461527722.588849
29.687000,1461527723.596657
29.687000,1461527724.606420
29.687000,1461527725.616198
29.687000,1461527726.625958
29.687000,1461527727.635725
29.687000,1461527728.645483
29.687000,1461527729.655239
29.687000,1461527730.663067
29.687000,1461527731.672834
29.750000,1461527732.682768
29.687000,1461527733.692345
29.687000,1461527734.702117
29.750000,1461527735.711890
29.750000,1461527736.721669
29.687000,1461527737.731413
29.687000,1461527739.512658
29.687000,1461527740.523166
29.750000,1461527741.532221
29.687000,1461527742.541961
29.687000,1461527743.551734
29.687000,1461527744.561502
29.687000,1461527745.571282
29.687000,1461527746.581033
29.687000,1461527747.591888
29.687000,1461527748.602503
29.687000,1461527749.612274
29.687000,1461527750.622043
29.687000,1461527751.631828
29.750000,1461527752.641591
29.750000,1461527753.651349
29.687000,1461527754.661100
29.750000,1461527755.676735
29.687000,1461527756.686502
29.687000,1461527757.696254
29.750000,1461527758.706046
29.687000,1461527759.715803
29.750000,1461527760.725573
29.687000,1461527761.735329
29.750000,1461527762.745081
29.750000,1461527763.754861
29.750000,1461527764.764618
29.750000,1461527765.774396
29.750000,1461527766.784310
29.750000,1461527767.793921
29.750000,1461527768.803686
29.687000,1461527769.813451
29.687000,1461527770.823209
29.687000,1461527771.832987
29.687000,1461527772.843693
29.750000,1461527773.856418
29.750000,1461527774.869851
29.750000,1461527775.880004
29.750000,1461527776.889586
29.687000,1461527777.903279
29.750000,1461527778.913035
29.687000,1461527779.922797
29.687000,1461527780.932574
29.750000,1461527781.944276
29.687000,1461527782.954047
29.687000,1461527783.963815
29.750000,1461527784.974649
29.687000,1461527785.983335
29.687000,1461527786.993431
29.687000,1461527788.002907
29.687000,1461527789.010689
29.750000,1461527790.018491
29.687000,1461527791.028263
29.750000,1461527792.040011
29.750000,1461527793.049786
29.750000,1461527794.059509
29.750000,1461527795.069401
29.750000,1461527796.079041
29.750000,1461527797.086889
29.750000,1461527798.096656
29.750000,1461527799.106408
29.750000,1461527800.116151
29.750000,1461527801.128082
29.750000,1461527802.139591
29.750000,1461527803.149397
29.750000,1461527804.158158
29.750000,1461527805.166958
29.750000,1461527806.182300
29.750000,1461527807.188440
29.750000,1461527808.196238
29.750000,1461527809.206034
29.812000,1461527810.215758
29.750000,1461527811.225634
29.750000,1461527812.237247
29.750000,1461527813.247039
29.750000,1461527814.254830
29.750000,1461527815.264631
29.750000,1461527816.274445
29.750000,1461527817.284143
29.750000,1461527818.293876
29.750000,1461527819.303674
29.750000,1461527820.313419
29.750000,1461527821.323275
29.750000,1461527822.332974
29.812000,1461527823.342765
29.750000,1461527824.352480
29.750000,1461527825.362277
29.812000,1461527826.372117
29.750000,1461527827.381798
29.750000,1461527828.391547
29.750000,1461527829.408073
29.812000,1461527830.429415
29.750000,1461527831.442420
29.750000,1461527832.462329
29.750000,1461527833.475558
29.812000,1461527834.502085
29.812000,1461527835.525420
29.812000,1461527836.543933
29.812000,1461527837.553704
29.812000,1461527838.563467
29.812000,1461527839.573247
29.812000,1461527840.583001
29.812000,1461527841.592762
29.812000,1461527842.602526
29.750000,1461527843.612297
29.812000,1461527844.622060
29.812000,1461527845.632544
29.812000,1461527846.641632
29.812000,1461527847.651367
29.812000,1461527848.661133
29.812000,1461527849.670896
29.812000,1461527850.680666
29.812000,1461527851.690426
29.812000,1461527852.700214
29.812000,1461527853.709965
29.812000,1461527854.719728
29.812000,1461527855.729491
29.812000,1461527856.739257
29.812000,1461527857.749033
29.812000,1461527858.758804
29.812000,1461527859.768556
29.812000,1461527860.778319
29.812000,1461527861.788093
29.812000,1461527862.797855
29.812000,1461527863.807627
29.812000,1461527864.818379
29.812000,1461527865.827146
29.812000,1461527866.838879
29.812000,1461527867.848629
29.812000,1461527868.858407
29.812000,1461527869.868165
29.812000,1461527870.877931
29.812000,1461527871.887693
29.812000,1461527872.897471
29.812000,1461527873.907219
29.875000,1461527874.916997
29.875000,1461527875.926779
29.812000,1461527876.938487
29.812000,1461527877.950196
29.812000,1461527878.959957
29.875000,1461527879.969722
29.875000,1461527880.977542
29.875000,1461527881.987313
29.812000,1461527882.997609
29.812000,1461527884.006835
29.812000,1461527885.016608
29.812000,1461527886.026375
29.812000,1461527887.053750
29.812000,1461527888.065428
29.812000,1461527889.075207
29.812000,1461527890.084969
29.812000,1461527891.090826
29.812000,1461527892.100583
29.875000,1461527893.110366
29.812000,1461527894.120119
29.812000,1461527895.131845
29.812000,1461527896.145762
29.812000,1461527897.155415
29.812000,1461527898.164996
29.812000,1461527899.174766
29.812000,1461527900.184520
29.812000,1461527901.194744
29.812000,1461527902.211875
29.812000,1461527903.221645
29.812000,1461527904.231407
29.812000,1461527905.241164
29.812000,1461527906.256662
29.812000,1461527907.262653
29.812000,1461527908.272445
29.812000,1461527909.282199
29.812000,1461527910.291946
29.812000,1461527911.301785
29.812000,1461527912.311478
29.812000,1461527913.321246
29.812000,1461527914.329055
29.812000,1461527915.338839
29.812000,1461527916.350604
29.875000,1461527917.360319
29.812000,1461527918.370085
29.812000,1461527919.379835
29.812000,1461527920.391570
29.812000,1461527921.401401
29.812000,1461527922.411082
29.812000,1461527923.421306
29.812000,1461527924.430616
29.812000,1461527925.440398
29.812000,1461527926.450229
29.750000,1461527927.459916
29.812000,1461527928.469694
29.812000,1461527929.479460
29.750000,1461527930.489223
29.812000,1461527931.499049
29.812000,1461527932.508748
29.750000,1461527933.519080
29.750000,1461527934.528284
29.812000,1461527935.538052
29.812000,1461527936.547875
29.812000,1461527937.569299
29.750000,1461527938.573215
29.750000,1461527939.577113
29.750000,1461527940.581016
29.750000,1461527941.584981
29.750000,1461527942.588879
29.812000,1461527943.592763
29.750000,1461527944.596952
29.750000,1461527945.600584
29.750000,1461527946.604517
29.750000,1461527947.608367
29.812000,1461527948.612267
